"Plot Title: Field"
"#","Date Time, GMT-05:00","Temp, °C (LGR S/N: 20042963, SEN S/N: 20042963)","RH, % (LGR S/N: 20042963, SEN S/N: 20042963)","Host Connected (LGR S/N: 20042963)","Stopped (LGR S/N: 20042963)","End Of File (LGR S/N: 20042963)"
1911,05/23/18 07:02:13 AM,23.213,81.207,,,
1912,05/23/18 07:07:13 AM,23.862,79.693,,,
1913,05/23/18 07:12:13 AM,24.634,77.667,,,
1914,05/23/18 07:17:13 AM,25.433,74.418,,,
1915,05/23/18 07:22:13 AM,26.334,71.874,,,
1916,05/23/18 07:27:13 AM,27.511,68.917,,,
1917,05/23/18 07:32:13 AM,28.574,67.135,,,
1918,05/23/18 07:37:13 AM,29.396,64.243,,,
1919,05/23/18 07:42:13 AM,30.149,64.707,,,
1920,05/23/18 07:47:13 AM,31.135,61.951,,,
1921,05/23/18 07:52:13 AM,31.798,57.963,,,
1922,05/23/18 07:57:13 AM,32.389,56.747,,,
1923,05/23/18 08:02:13 AM,32.544,56.259,,,
1924,05/23/18 08:07:13 AM,32.673,57.617,,,
1925,05/23/18 08:12:13 AM,33.061,52.830,,,
1926,05/23/18 08:17:13 AM,33.451,52.785,,,
1927,05/23/18 08:22:13 AM,33.504,52.307,,,
1928,05/23/18 08:27:13 AM,34.106,52.160,,,
1929,05/23/18 08:32:13 AM,34.343,50.105,,,
1930,05/23/18 08:37:13 AM,34.898,52.071,,,
1931,05/23/18 08:42:13 AM,35.537,51.111,,,
1932,05/23/18 08:47:13 AM,35.913,50.044,,,
1933,05/23/18 08:52:13 AM,35.859,46.204,,,
1934,05/23/18 08:57:13 AM,36.021,48.675,,,
1935,05/23/18 09:02:13 AM,36.021,48.741,,,
1936,05/23/18 09:07:13 AM,35.591,51.183,,,
1937,05/23/18 09:12:13 AM,35.324,50.723,,,
1938,05/23/18 09:17:13 AM,34.792,52.252,,,
1939,05/23/18 09:19:48 AM,,,Logged,,
1940,05/23/18 09:22:13 AM,33.791,52.378,,,
1941,05/23/18 09:27:13 AM,32.647,54.577,,,
1942,05/23/18 09:32:13 AM,32.621,56.685,,,
1943,05/23/18 09:37:13 AM,32.724,55.229,,,
1944,05/23/18 09:42:13 AM,33.009,57.921,,,
1945,05/23/18 09:47:13 AM,32.983,56.642,,,
1946,05/23/18 09:52:13 AM,32.828,60.964,,,
1947,05/23/18 09:57:13 AM,33.165,56.445,,,
1948,05/23/18 10:02:13 AM,32.880,53.612,,,
1949,05/23/18 10:07:13 AM,32.724,56.637,,,
1950,05/23/18 10:12:13 AM,33.061,54.731,,,
1951,05/23/18 10:17:13 AM,33.295,53.152,,,
1952,05/23/18 10:22:13 AM,34.106,55.457,,,
1953,05/23/18 10:27:13 AM,34.633,52.946,,,
1954,05/23/18 10:32:13 AM,34.924,53.277,,,
1955,05/23/18 10:37:13 AM,35.244,49.565,,,
1956,05/23/18 10:42:13 AM,35.164,52.660,,,
1957,05/23/18 10:47:13 AM,33.321,51.893,,,
1958,05/23/18 10:52:13 AM,32.569,57.506,,,
1959,05/23/18 10:57:13 AM,33.791,53.091,,,
1960,05/23/18 11:02:13 AM,34.264,50.291,,,
1961,05/23/18 11:07:13 AM,32.647,54.416,,,
1962,05/23/18 11:12:13 AM,32.906,53.905,,,
1963,05/23/18 11:17:13 AM,32.209,54.515,,,
1964,05/23/18 11:22:13 AM,33.321,55.346,,,
1965,05/23/18 11:27:13 AM,33.974,51.427,,,
1966,05/23/18 11:32:13 AM,33.061,51.988,,,
1967,05/23/18 11:37:13 AM,32.828,53.088,,,
1968,05/23/18 11:42:13 AM,33.556,52.638,,,
1969,05/23/18 11:47:13 AM,35.137,51.352,,,
1970,05/23/18 11:52:13 AM,35.217,50.480,,,
1971,05/23/18 11:57:13 AM,35.431,49.982,,,
1972,05/23/18 12:02:13 PM,35.457,50.084,,,
1973,05/23/18 12:07:13 PM,35.350,46.277,,,
1974,05/23/18 12:12:13 PM,35.350,46.376,,,
1975,05/23/18 12:17:13 PM,34.898,46.289,,,
1976,05/23/18 12:22:13 PM,35.084,51.411,,,
1977,05/23/18 12:27:13 PM,35.779,48.446,,,
1978,05/23/18 12:32:13 PM,35.350,45.878,,,
1979,05/23/18 12:37:13 PM,35.511,44.666,,,
1980,05/23/18 12:42:13 PM,35.377,45.349,,,
1981,05/23/18 12:47:13 PM,35.457,46.422,,,
1982,05/23/18 12:52:13 PM,35.350,47.138,,,
1983,05/23/18 12:57:13 PM,35.350,44.480,,,
1984,05/23/18 01:02:13 PM,35.618,44.411,,,
1985,05/23/18 01:07:13 PM,35.297,47.032,,,
1986,05/23/18 01:12:13 PM,35.591,42.836,,,
1987,05/23/18 01:17:13 PM,36.588,43.752,,,
1988,05/23/18 01:22:13 PM,36.534,45.485,,,
1989,05/23/18 01:27:13 PM,34.343,46.355,,,
1990,05/23/18 01:32:13 PM,32.363,49.524,,,
1991,05/23/18 01:37:13 PM,31.670,53.316,,,
1992,05/23/18 01:42:13 PM,32.003,54.069,,,
1993,05/23/18 01:47:13 PM,33.035,50.002,,,
1994,05/23/18 01:52:13 PM,32.029,52.367,,,
1995,05/23/18 01:57:13 PM,30.755,53.639,,,
1996,05/23/18 02:02:13 PM,31.670,52.576,,,
1997,05/23/18 02:07:13 PM,32.931,53.844,,,
1998,05/23/18 02:12:13 PM,35.057,48.620,,,
1999,05/23/18 02:17:13 PM,36.102,43.630,,,
2000,05/23/18 02:22:13 PM,36.102,47.395,,,
2001,05/23/18 02:27:13 PM,36.643,46.331,,,
2002,05/23/18 02:32:13 PM,37.435,43.914,,,
2003,05/23/18 02:37:13 PM,37.655,42.491,,,
2004,05/23/18 02:42:13 PM,37.024,43.532,,,
2005,05/23/18 02:47:13 PM,36.263,47.249,,,
2006,05/23/18 02:52:13 PM,35.698,48.568,,,
2007,05/23/18 02:57:13 PM,35.137,48.235,,,
2008,05/23/18 03:02:13 PM,35.431,45.089,,,
2009,05/23/18 03:07:13 PM,35.752,43.289,,,
2010,05/23/18 03:12:13 PM,35.457,45.159,,,
2011,05/23/18 03:17:13 PM,35.511,44.132,,,
2012,05/23/18 03:22:13 PM,34.845,47.935,,,
2013,05/23/18 03:27:13 PM,33.974,45.550,,,
2014,05/23/18 03:32:13 PM,33.686,45.946,,,
2015,05/23/18 03:37:13 PM,33.791,44.368,,,
2016,05/23/18 03:42:13 PM,33.870,43.778,,,
2017,05/23/18 03:47:13 PM,33.582,45.901,,,
2018,05/23/18 03:52:13 PM,33.843,47.548,,,
2019,05/23/18 03:57:13 PM,34.501,44.882,,,
2020,05/23/18 04:02:13 PM,34.474,43.914,,,
2021,05/23/18 04:07:13 PM,34.185,45.575,,,
2022,05/23/18 04:12:13 PM,33.765,45.161,,,
2023,05/23/18 04:17:13 PM,34.395,44.836,,,
2024,05/23/18 04:22:13 PM,34.448,46.698,,,
2025,05/23/18 04:27:13 PM,34.027,46.482,,,
2026,05/23/18 04:32:13 PM,34.001,46.215,,,
2027,05/23/18 04:37:13 PM,33.686,48.416,,,
2028,05/23/18 04:42:13 PM,33.765,46.220,,,
2029,05/23/18 04:47:13 PM,33.739,50.027,,,
2030,05/23/18 04:52:13 PM,33.896,47.752,,,
2031,05/23/18 04:57:13 PM,33.451,48.551,,,
2032,05/23/18 05:02:13 PM,33.035,49.871,,,
2033,05/23/18 05:07:13 PM,33.087,49.127,,,
2034,05/23/18 05:12:13 PM,33.504,47.803,,,
2035,05/23/18 05:17:13 PM,33.686,49.236,,,
2036,05/23/18 05:22:13 PM,33.477,46.515,,,
2037,05/23/18 05:27:13 PM,33.217,47.011,,,
2038,05/23/18 05:32:13 PM,32.854,50.825,,,
2039,05/23/18 05:37:13 PM,32.544,51.303,,,
2040,05/23/18 05:42:13 PM,32.209,51.389,,,
2041,05/23/18 05:47:13 PM,32.234,47.613,,,
2042,05/23/18 05:52:13 PM,31.978,48.138,,,
2043,05/23/18 05:57:13 PM,32.260,49.967,,,
2044,05/23/18 06:02:13 PM,32.286,50.912,,,
2045,05/23/18 06:07:13 PM,32.312,47.950,,,
2046,05/23/18 06:12:13 PM,31.747,48.990,,,
2047,05/23/18 06:17:13 PM,30.603,53.202,,,
2048,05/23/18 06:22:13 PM,30.704,53.344,,,
2049,05/23/18 06:27:13 PM,31.135,51.730,,,
2050,05/23/18 06:32:13 PM,31.670,52.028,,,
2051,05/23/18 06:37:13 PM,32.106,51.472,,,
2052,05/23/18 06:42:13 PM,32.209,51.453,,,
2053,05/23/18 06:47:13 PM,32.132,50.860,,,
2054,05/23/18 06:52:13 PM,31.773,52.751,,,
2055,05/23/18 06:57:13 PM,31.390,52.956,,,
2056,05/23/18 07:02:13 PM,30.957,53.667,,,
2057,05/23/18 07:07:13 PM,30.174,59.421,,,
2058,05/23/18 07:12:13 PM,30.123,61.727,,,
2059,05/23/18 07:17:13 PM,30.048,64.721,,,
2060,05/23/18 07:22:13 PM,29.847,61.340,,,
2061,05/23/18 07:27:13 PM,29.722,62.781,,,
2062,05/23/18 07:32:13 PM,29.271,60.595,,,
2063,05/23/18 07:37:13 PM,28.897,62.245,,,
2064,05/23/18 07:42:13 PM,28.499,63.355,,,
2065,05/23/18 07:47:13 PM,28.128,66.419,,,
2066,05/23/18 07:52:13 PM,28.029,67.648,,,
2067,05/23/18 07:57:13 PM,29.071,65.755,,,
2068,05/23/18 08:02:13 PM,29.897,63.461,,,
2069,05/23/18 08:07:13 PM,30.199,62.921,,,
2070,05/23/18 08:12:13 PM,30.350,62.635,,,
2071,05/23/18 08:17:13 PM,30.653,61.874,,,
2072,05/23/18 08:22:13 PM,30.577,61.800,,,
2073,05/23/18 08:27:13 PM,30.224,62.646,,,
2074,05/23/18 08:32:13 PM,30.123,62.225,,,
2075,05/23/18 08:37:13 PM,29.998,62.391,,,
2076,05/23/18 08:42:13 PM,29.646,62.552,,,
2077,05/23/18 08:47:13 PM,29.471,63.422,,,
2078,05/23/18 08:52:13 PM,29.346,64.358,,,
2079,05/23/18 08:57:13 PM,29.196,63.994,,,
2080,05/23/18 09:02:13 PM,29.047,65.812,,,
2081,05/23/18 09:07:13 PM,28.997,65.007,,,
2082,05/23/18 09:12:13 PM,28.723,66.704,,,
2083,05/23/18 09:17:13 PM,28.549,66.400,,,
2084,05/23/18 09:22:13 PM,28.499,67.001,,,
2085,05/23/18 09:27:13 PM,28.425,67.292,,,
2086,05/23/18 09:32:13 PM,28.276,67.964,,,
2087,05/23/18 09:37:13 PM,28.227,69.468,,,
2088,05/23/18 09:42:13 PM,28.375,67.709,,,
2089,05/23/18 09:47:13 PM,28.153,69.032,,,
2090,05/23/18 09:52:13 PM,28.004,68.582,,,
2091,05/23/18 09:57:13 PM,27.831,69.667,,,
2092,05/23/18 10:02:13 PM,27.807,69.151,,,
2093,05/23/18 10:07:13 PM,27.807,68.849,,,
2094,05/23/18 10:12:13 PM,27.708,69.043,,,
2095,05/23/18 10:17:13 PM,27.659,69.124,,,
2096,05/23/18 10:22:13 PM,27.634,69.270,,,
2097,05/23/18 10:27:13 PM,27.216,71.443,,,
2098,05/23/18 10:32:13 PM,27.265,70.105,,,
2099,05/23/18 10:37:13 PM,27.216,70.216,,,
2100,05/23/18 10:42:13 PM,27.167,70.627,,,
2101,05/23/18 10:47:13 PM,26.848,72.030,,,
2102,05/23/18 10:52:13 PM,26.872,71.826,,,
2103,05/23/18 10:57:13 PM,26.897,71.622,,,
2104,05/23/18 11:02:13 PM,26.897,70.966,,,
2105,05/23/18 11:07:13 PM,26.628,72.820,,,
2106,05/23/18 11:12:13 PM,26.334,74.034,,,
2107,05/23/18 11:17:13 PM,26.505,72.826,,,
2108,05/23/18 11:22:13 PM,26.456,72.372,,,
2109,05/23/18 11:27:13 PM,26.554,73.368,,,
2110,05/23/18 11:32:13 PM,26.017,73.678,,,
2111,05/23/18 11:37:13 PM,26.188,72.469,,,
2112,05/23/18 11:42:13 PM,26.310,73.676,,,
2113,05/23/18 11:47:13 PM,26.017,72.999,,,
2114,05/23/18 11:52:13 PM,26.042,70.479,,,
2115,05/23/18 11:57:13 PM,25.993,69.813,,,
2116,05/24/18 12:02:13 AM,26.017,69.099,,,
2117,05/24/18 12:07:13 AM,25.871,68.683,,,
2118,05/24/18 12:12:13 AM,25.603,68.964,,,
2119,05/24/18 12:17:13 AM,25.482,69.630,,,
2120,05/24/18 12:22:13 AM,25.482,70.555,,,
2121,05/24/18 12:27:13 AM,25.506,70.262,,,
2122,05/24/18 12:32:13 AM,25.531,72.936,,,
2123,05/24/18 12:37:13 AM,24.948,75.055,,,
2124,05/24/18 12:42:13 AM,25.142,77.133,,,
2125,05/24/18 12:47:13 AM,24.682,78.485,,,
2126,05/24/18 12:52:13 AM,25.094,78.050,,,
2127,05/24/18 12:57:13 AM,24.779,79.914,,,
2128,05/24/18 01:02:13 AM,24.682,78.514,,,
2129,05/24/18 01:07:13 AM,24.706,79.411,,,
2130,05/24/18 01:12:13 AM,24.610,78.701,,,
2131,05/24/18 01:17:13 AM,24.948,78.309,,,
2132,05/24/18 01:22:13 AM,24.489,81.453,,,
2133,05/24/18 01:27:13 AM,24.658,80.090,,,
2134,05/24/18 01:32:13 AM,24.489,81.111,,,
2135,05/24/18 01:37:13 AM,24.682,79.464,,,
2136,05/24/18 01:42:13 AM,24.223,81.424,,,
2137,05/24/18 01:47:13 AM,24.561,80.413,,,
2138,05/24/18 01:52:13 AM,24.175,81.471,,,
2139,05/24/18 01:57:13 AM,24.441,81.443,,,
2140,05/24/18 02:02:13 AM,24.127,81.745,,,
2141,05/24/18 02:07:13 AM,24.610,79.477,,,
2142,05/24/18 02:12:13 AM,24.272,80.494,,,
2143,05/24/18 02:17:13 AM,24.634,78.965,,,
2144,05/24/18 02:22:13 AM,24.465,79.820,,,
2145,05/24/18 02:27:13 AM,24.392,80.405,,,
2146,05/24/18 02:32:13 AM,24.489,80.454,,,
2147,05/24/18 02:37:13 AM,24.151,80.925,,,
2148,05/24/18 02:42:13 AM,24.682,80.123,,,
2149,05/24/18 02:47:13 AM,24.296,81.668,,,
2150,05/24/18 02:52:13 AM,24.537,80.922,,,
2151,05/24/18 02:57:13 AM,24.296,83.594,,,
2152,05/24/18 03:02:13 AM,23.934,85.115,,,
2153,05/24/18 03:07:13 AM,24.248,84.315,,,
2154,05/24/18 03:12:13 AM,23.958,85.652,,,
2155,05/24/18 03:17:13 AM,24.103,85.125,,,
2156,05/24/18 03:22:13 AM,23.886,85.887,,,
2157,05/24/18 03:27:13 AM,23.982,86.104,,,
2158,05/24/18 03:32:13 AM,23.669,86.784,,,
2159,05/24/18 03:37:13 AM,24.223,83.747,,,
2160,05/24/18 03:42:13 AM,23.910,84.521,,,
2161,05/24/18 03:47:13 AM,24.392,83.756,,,
2162,05/24/18 03:52:13 AM,24.127,83.669,,,
2163,05/24/18 03:57:13 AM,24.392,83.446,,,
2164,05/24/18 04:02:13 AM,24.103,84.957,,,
2165,05/24/18 04:07:13 AM,23.886,86.973,,,
2166,05/24/18 04:12:13 AM,23.645,88.247,,,
2167,05/24/18 04:17:13 AM,23.669,88.114,,,
2168,05/24/18 04:22:13 AM,23.549,87.893,,,
2169,05/24/18 04:27:13 AM,23.886,87.971,,,
2170,05/24/18 04:32:13 AM,23.573,88.313,,,
2171,05/24/18 04:37:13 AM,23.790,87.173,,,
2172,05/24/18 04:42:13 AM,23.525,88.412,,,
2173,05/24/18 04:47:13 AM,23.645,88.798,,,
2174,05/24/18 04:52:13 AM,23.165,89.947,,,
2175,05/24/18 04:57:13 AM,23.213,90.669,,,
2176,05/24/18 05:02:13 AM,23.333,90.343,,,
2177,05/24/18 05:07:13 AM,22.997,91.053,,,
2178,05/24/18 05:12:13 AM,23.045,90.683,,,
2179,05/24/18 05:17:13 AM,22.829,91.338,,,
2180,05/24/18 05:22:13 AM,22.661,91.161,,,
2181,05/24/18 05:27:13 AM,22.421,91.672,,,
2182,05/24/18 05:32:13 AM,22.350,91.817,,,
2183,05/24/18 05:37:13 AM,22.445,92.165,,,
2184,05/24/18 05:42:13 AM,22.445,91.244,,,
2185,05/24/18 05:47:13 AM,22.949,90.932,,,
2186,05/24/18 05:52:13 AM,22.613,89.787,,,
2187,05/24/18 05:57:13 AM,21.895,87.835,,,
2188,05/24/18 06:02:13 AM,21.155,88.455,,,
2189,05/24/18 06:07:13 AM,20.630,90.016,,,
2190,05/24/18 06:12:13 AM,20.273,92.057,,,
2191,05/24/18 06:17:13 AM,20.082,92.945,,,
2192,05/24/18 06:22:13 AM,20.011,93.699,,,
2193,05/24/18 06:27:13 AM,19.940,93.734,,,
2194,05/24/18 06:32:13 AM,19.987,94.171,,,
2195,05/24/18 06:37:13 AM,20.059,93.924,,,
2196,05/24/18 06:42:13 AM,20.130,93.995,,,
2197,05/24/18 06:47:13 AM,20.178,94.034,,,
2198,05/24/18 06:52:13 AM,20.487,94.033,,,
2199,05/24/18 06:57:13 AM,20.773,90.781,,,
2200,05/24/18 07:02:13 AM,20.511,89.825,,,
2201,05/24/18 07:07:13 AM,21.370,88.233,,,
2202,05/24/18 07:12:13 AM,22.206,85.754,,,
2203,05/24/18 07:17:13 AM,22.326,87.496,,,
2204,05/24/18 07:22:13 AM,22.373,86.983,,,
2205,05/24/18 07:27:13 AM,22.469,87.502,,,
2206,05/24/18 07:32:13 AM,23.237,85.823,,,
2207,05/24/18 07:37:13 AM,23.886,82.684,,,
2208,05/24/18 07:42:13 AM,24.079,81.678,,,
2209,05/24/18 07:47:13 AM,24.731,81.020,,,
2210,05/24/18 07:52:13 AM,25.385,78.110,,,
2211,05/24/18 07:57:13 AM,25.701,76.548,,,
2212,05/24/18 08:02:13 AM,25.506,76.567,,,
2213,05/24/18 08:07:13 AM,25.433,78.785,,,
2214,05/24/18 08:12:13 AM,25.312,78.095,,,
2215,05/24/18 08:17:13 AM,25.264,77.998,,,
2216,05/24/18 08:22:13 AM,25.191,78.879,,,
2217,05/24/18 08:27:13 AM,24.755,81.082,,,
2218,05/24/18 08:32:13 AM,24.417,80.267,,,
2219,05/24/18 08:37:13 AM,24.296,80.070,,,
2220,05/24/18 08:42:13 AM,24.272,80.751,,,
2221,05/24/18 08:47:13 AM,23.886,81.863,,,
2222,05/24/18 08:52:13 AM,23.742,84.483,,,
2223,05/24/18 08:57:13 AM,23.645,83.112,,,
2224,05/24/18 09:02:13 AM,24.103,81.995,,,
2225,05/24/18 09:07:13 AM,24.706,80.128,,,
2226,05/24/18 09:12:13 AM,25.167,78.614,,,
2227,05/24/18 09:17:13 AM,27.069,75.562,,,
2228,05/24/18 09:22:13 AM,28.227,69.075,,,
2229,05/24/18 09:27:13 AM,28.648,69.453,,,
2230,05/24/18 09:32:13 AM,28.872,69.252,,,
2231,05/24/18 09:37:13 AM,28.698,68.918,,,
2232,05/24/18 09:42:13 AM,28.029,68.979,,,
2233,05/24/18 09:47:13 AM,27.413,71.509,,,
2234,05/24/18 09:52:13 AM,28.574,72.085,,,
2235,05/24/18 09:57:13 AM,28.972,66.228,,,
2236,05/24/18 10:02:13 AM,28.524,66.975,,,
2237,05/24/18 10:07:13 AM,28.351,68.068,,,
2238,05/24/18 10:12:13 AM,29.047,68.738,,,
2239,05/24/18 10:17:13 AM,29.146,65.492,,,
2240,05/24/18 10:22:13 AM,28.972,66.564,,,
2241,05/24/18 10:27:13 AM,29.221,68.131,,,
2242,05/24/18 10:32:13 AM,29.722,66.050,,,
2243,05/24/18 10:37:13 AM,29.596,65.292,,,
2244,05/24/18 10:41:46 AM,,,Logged,,
2245,05/24/18 10:42:13 AM,30.325,62.600,,,
2246,05/24/18 10:47:13 AM,30.881,65.725,,,
2247,05/24/18 10:52:13 AM,31.978,59.035,,,
2248,05/24/18 10:57:13 AM,32.157,58.999,,,
2249,05/24/18 11:02:13 AM,31.798,58.502,,,
2250,05/24/18 11:07:13 AM,31.926,58.869,,,
2251,05/24/18 11:12:13 AM,32.055,59.362,,,
2252,05/24/18 11:17:13 AM,32.080,61.067,,,
2253,05/24/18 11:22:13 AM,31.952,61.486,,,
2254,05/24/18 11:27:13 AM,32.802,62.060,,,
2255,05/24/18 11:32:13 AM,32.492,57.304,,,
2256,05/24/18 11:37:13 AM,32.802,57.095,,,
2257,05/24/18 11:42:13 AM,32.957,55.999,,,
2258,05/24/18 11:47:13 AM,31.645,56.034,,,
2259,05/24/18 11:52:13 AM,31.466,58.736,,,
2260,05/24/18 11:57:13 AM,31.364,60.264,,,
2261,05/24/18 12:02:13 PM,32.003,58.247,,,
2262,05/24/18 12:07:13 PM,31.824,59.485,,,
2263,05/24/18 12:12:13 PM,32.157,55.948,,,
2264,05/24/18 12:17:13 PM,31.926,57.284,,,
2265,05/24/18 12:22:13 PM,32.234,58.282,,,
2266,05/24/18 12:27:13 PM,32.260,54.233,,,
2267,05/24/18 12:32:13 PM,32.080,57.624,,,
2268,05/24/18 12:37:13 PM,32.260,54.779,,,
2269,05/24/18 12:42:13 PM,32.595,51.796,,,
2270,05/24/18 12:47:13 PM,32.518,53.980,,,
2271,05/24/18 12:52:13 PM,32.132,54.793,,,
2272,05/24/18 12:57:13 PM,32.003,53.684,,,
2273,05/24/18 01:02:13 PM,32.234,53.201,,,
2274,05/24/18 01:07:13 PM,32.286,53.272,,,
2275,05/24/18 01:12:13 PM,32.647,52.515,,,
2276,05/24/18 01:17:13 PM,32.029,52.399,,,
2277,05/24/18 01:22:13 PM,32.389,50.309,,,
2278,05/24/18 01:27:13 PM,33.035,51.043,,,
2279,05/24/18 01:32:13 PM,33.399,48.872,,,
2280,05/24/18 01:37:13 PM,33.035,52.988,,,
2281,05/24/18 01:42:13 PM,33.295,48.924,,,
2282,05/24/18 01:47:13 PM,33.139,53.518,,,
2283,05/24/18 01:52:13 PM,33.295,48.269,,,
2284,05/24/18 01:57:13 PM,33.451,47.533,,,
2285,05/24/18 02:02:13 PM,33.425,48.252,,,
2286,05/24/18 02:07:13 PM,33.634,46.864,,,
2287,05/24/18 02:12:13 PM,34.580,44.924,,,
2288,05/24/18 02:17:13 PM,34.290,43.293,,,
2289,05/24/18 02:22:13 PM,33.217,43.771,,,
2290,05/24/18 02:27:13 PM,33.660,46.669,,,
2291,05/24/18 02:32:13 PM,33.373,47.425,,,
2292,05/24/18 02:37:13 PM,32.802,45.478,,,
2293,05/24/18 02:42:13 PM,33.373,48.541,,,
2294,05/24/18 02:47:13 PM,33.922,45.511,,,
2295,05/24/18 02:52:13 PM,34.079,46.390,,,
2296,05/24/18 02:57:13 PM,34.554,44.322,,,
2297,05/24/18 03:02:13 PM,34.554,43.623,,,
2298,05/24/18 03:07:13 PM,34.765,43.713,,,
2299,05/24/18 03:12:13 PM,34.053,43.766,,,
2300,05/24/18 03:17:13 PM,33.660,45.844,,,
2301,05/24/18 03:22:13 PM,33.113,45.746,,,
2302,05/24/18 03:27:13 PM,33.321,44.645,,,
2303,05/24/18 03:32:13 PM,32.931,44.567,,,
2304,05/24/18 03:37:13 PM,32.157,46.159,,,
2305,05/24/18 03:42:13 PM,31.211,46.505,,,
2306,05/24/18 03:47:13 PM,30.755,47.104,,,
2307,05/24/18 03:52:13 PM,30.881,48.750,,,
2308,05/24/18 03:57:13 PM,31.492,47.162,,,
2309,05/24/18 04:02:13 PM,31.517,47.001,,,
2310,05/24/18 04:07:13 PM,30.957,48.336,,,
2311,05/24/18 04:12:13 PM,29.822,49.911,,,
2312,05/24/18 04:17:13 PM,29.446,52.819,,,
2313,05/24/18 04:22:13 PM,28.798,50.583,,,
2314,05/24/18 04:27:13 PM,28.227,48.931,,,
2315,05/24/18 04:32:13 PM,28.103,51.741,,,
2316,05/24/18 04:37:13 PM,27.757,50.382,,,
2317,05/24/18 04:42:13 PM,27.486,52.805,,,
2318,05/24/18 04:47:13 PM,27.167,52.252,,,
2319,05/24/18 04:52:13 PM,27.069,53.445,,,
2320,05/24/18 04:57:13 PM,27.093,55.093,,,
2321,05/24/18 05:02:13 PM,26.970,56.773,,,
2322,05/24/18 05:07:13 PM,26.823,57.378,,,
2323,05/24/18 05:12:13 PM,26.579,58.745,,,
2324,05/24/18 05:17:13 PM,26.432,60.923,,,
2325,05/24/18 05:22:13 PM,26.310,60.873,,,
2326,05/24/18 05:27:13 PM,26.090,61.700,,,
2327,05/24/18 05:32:13 PM,25.968,63.520,,,
2328,05/24/18 05:37:13 PM,25.895,63.936,,,
2329,05/24/18 05:42:13 PM,25.774,64.159,,,
2330,05/24/18 05:47:13 PM,25.774,65.285,,,
2331,05/24/18 05:52:13 PM,25.749,65.645,,,
2332,05/24/18 05:57:13 PM,25.652,63.621,,,
2333,05/24/18 06:02:13 PM,25.433,63.798,,,
2334,05/24/18 06:07:13 PM,25.385,64.885,,,
2335,05/24/18 06:12:13 PM,25.312,66.054,,,
2336,05/24/18 06:17:13 PM,25.191,65.155,,,
2337,05/24/18 06:22:13 PM,25.094,65.442,,,
2338,05/24/18 06:27:13 PM,24.779,66.957,,,
2339,05/24/18 06:32:13 PM,24.561,68.657,,,
2340,05/24/18 06:37:13 PM,24.417,69.258,,,
2341,05/24/18 06:42:13 PM,24.320,71.584,,,
2342,05/24/18 06:47:13 PM,24.320,70.607,,,
2343,05/24/18 06:52:13 PM,24.248,70.416,,,
2344,05/24/18 06:57:13 PM,24.223,71.418,,,
2345,05/24/18 07:02:13 PM,24.344,72.061,,,
2346,05/24/18 07:07:13 PM,25.045,68.145,,,
2347,05/24/18 07:12:13 PM,24.852,67.360,,,
2348,05/24/18 07:17:13 PM,24.489,69.241,,,
2349,05/24/18 07:22:13 PM,24.079,69.880,,,
2350,05/24/18 07:27:13 PM,23.862,71.940,,,
2351,05/24/18 07:32:13 PM,23.669,72.345,,,
2352,05/24/18 07:37:13 PM,23.621,71.806,,,
2353,05/24/18 07:42:13 PM,23.621,72.806,,,
2354,05/24/18 07:47:13 PM,23.597,74.498,,,
2355,05/24/18 07:52:13 PM,23.693,74.808,,,
2356,05/24/18 07:57:13 PM,23.669,75.734,,,
2357,05/24/18 08:02:13 PM,24.344,74.206,,,
2358,05/24/18 08:07:13 PM,26.359,68.169,,,
2359,05/24/18 08:12:13 PM,27.511,67.011,,,
2360,05/24/18 08:17:13 PM,27.339,69.428,,,
2361,05/24/18 08:22:13 PM,26.848,69.549,,,
2362,05/24/18 08:27:13 PM,26.995,71.282,,,
2363,05/24/18 08:32:13 PM,26.383,71.437,,,
2364,05/24/18 08:37:13 PM,26.750,70.849,,,
2365,05/24/18 08:42:13 PM,25.871,72.261,,,
2366,05/24/18 08:47:13 PM,26.115,70.493,,,
2367,05/24/18 08:52:13 PM,26.115,70.075,,,
2368,05/24/18 08:57:13 PM,26.090,70.309,,,
2369,05/24/18 09:02:13 PM,26.334,69.366,,,
2370,05/24/18 09:07:13 PM,26.212,70.182,,,
2371,05/24/18 09:12:13 PM,26.261,69.772,,,
2372,05/24/18 09:17:13 PM,25.579,74.359,,,
2373,05/24/18 09:22:13 PM,25.676,72.698,,,
2374,05/24/18 09:27:13 PM,26.042,71.462,,,
2375,05/24/18 09:32:13 PM,25.433,75.736,,,
2376,05/24/18 09:37:13 PM,25.094,74.381,,,
2377,05/24/18 09:42:13 PM,25.701,72.850,,,
2378,05/24/18 09:47:13 PM,25.482,75.687,,,
2379,05/24/18 09:52:13 PM,25.167,77.225,,,
2380,05/24/18 09:57:13 PM,24.827,78.025,,,
2381,05/24/18 10:02:13 PM,25.191,78.648,,,
2382,05/24/18 10:07:13 PM,24.561,81.497,,,
2383,05/24/18 10:12:13 PM,24.731,80.677,,,
2384,05/24/18 10:17:13 PM,24.537,81.748,,,
2385,05/24/18 10:22:13 PM,24.320,81.730,,,
2386,05/24/18 10:27:13 PM,24.876,79.332,,,
2387,05/24/18 10:32:13 PM,24.199,81.021,,,
